COUNTRY,YEAR,PTYPE,GENDEATHMAG,ETHMAGFATAL,ETHMAGFIGHT,REVMAGFATAL,REVMAGFIGHT
India,1985,1,0,1,4,0,0
India,1986,1,0,1,4,0,0
India,1987,1,0,2,4,0,0
India,1988,1,0,2,4,0,0
India,1989,1,0,2,4,0,0
India,1990,1,0,2,4,0,0
India,1990,1,0,1,4,0,0
India,1991,1,0,2,4,0,0
India,1991,1,0,2,4,0,0
India,1992,1,0,1,3,0,0
India,1992,1,0,2,4,0,0
India,1993,1,0,1,2,0,0
India,1993,1,0,2,4,0,0
India,1994,1,0,2,4,0,0
India,1995,1,0,2,4,0,0
India,1996,1,0,2,4,0,0
India,1997,1,0,2,4,0,0
India,1998,1,0,2,4,0,0
India,1999,1,0,2,4,0,0
India,2000,1,0,2,4,0,0
India,2001,1,0,2,4,0,0
India,2001,2,0,0,0,1,2
India,2002,1,0,2,4,0,0
India,2002,2,0,0,0,1,2
India,2003,1,0,2,4,0,0
India,2003,2,0,0,0,1,3
India,2004,1,0,2,4,0,0
India,2004,2,0,0,0,1,3
India,2005,1,0,2,4,0,0
India,2005,2,0,0,0,1,4
India,2006,1,0,2,4,0,0
India,2006,2,0,0,0,1,4
India,2007,1,0,2,3,0,0
India,2007,2,0,0,0,1,4
India,2008,1,0,1,3,0,0
India,2008,2,0,0,0,1,4
India,2009,1,0,1,3,0,0
India,2009,2,0,0,0,1,4
India,2010,1,0,1,2,0,0
India,2010,2,0,0,0,2,4
India,2011,1,0,1,2,0,0
India,2011,2,0,0,0,1,3
India,2012,1,0,1,2,0,0
India,2012,2,0,0,0,1,3
India,2013,1,0,1,2,0,0
India,2013,2,0,0,0,1,3
India,2014,1,0,1,2,0,0
India,2014,2,0,0,0,1,3
India,2015,1,0,1,2,0,0
India,2015,2,0,0,0,1,3
Indonesia,1949,2,0,0,0,1,1
Indonesia,1950,2,0,0,0,1,2
Indonesia,1951,2,0,0,0,1,2
Indonesia,1952,2,0,0,0,1,3
Indonesia,1953,2,0,0,0,2,3
Indonesia,1954,2,0,0,0,2,3
Indonesia,1955,2,0,0,0,2,3
Indonesia,1956,2,0,0,0,1,2
Indonesia,1957,2,0,0,0,1,2
Indonesia,1958,2,0,0,0,1,2
Indonesia,1958,2,0,0,0,2,4
Indonesia,1959,2,0,0,0,1,2
Indonesia,1959,2,0,0,0,3,4
Indonesia,1960,2,0,0,0,1,2
Indonesia,1960,2,0,0,0,3,4
Indonesia,1961,2,0,0,0,1,1
Indonesia,1961,2,0,0,0,2,4
Indonesia,1965,4,5,0,0,0,0
Indonesia,1966,4,4.5,0,0,0,0
Indonesia,1967,1,0,2,3,0,0
Indonesia,1968,1,0,3,3,0,0
Indonesia,1969,1,0,2,2,0,0
Indonesia,1970,1,0,1,1,0,0
Indonesia,1971,1,0,1,1,0,0
Indonesia,1975,4,3.5,0,0,0,0
Indonesia,1975,1,0,1,2,0,0
Indonesia,1976,4,3.5,0,0,0,0
Indonesia,1976,1,0,2,2,0,0
Indonesia,1977,4,3,0,0,0,0
Indonesia,1977,1,0,2,2,0,0
Indonesia,1978,4,3,0,0,0,0
Indonesia,1978,1,0,2,1,0,0
Indonesia,1979,4,2.5,0,0,0,0
Indonesia,1979,1,0,1,1,0,0
Indonesia,1980,4,2.5,0,0,0,0
Indonesia,1980,1,0,1,1,0,0
Indonesia,1981,4,2,0,0,0,0
Indonesia,1981,1,0,1,1,0,0
Indonesia,1981,1,0,2,2,0,0
Indonesia,1982,4,2,0,0,0,0
Indonesia,1982,1,0,1,1,0,0
Indonesia,1982,1,0,2,2,0,0
Indonesia,1983,4,2,0,0,0,0
Indonesia,1983,1,0,1,1,0,0
Indonesia,1983,1,0,1,2,0,0
Indonesia,1984,4,1.5,0,0,0,0
Indonesia,1984,1,0,1,1,0,0
Indonesia,1984,1,0,1,2,0,0
Indonesia,1985,4,1,0,0,0,0
Indonesia,1985,1,0,1,1,0,0
Indonesia,1986,4,0.5,0,0,0,0
Indonesia,1986,1,0,1,1,0,0
Indonesia,1987,4,1.5,0,0,0,0
Indonesia,1987,1,0,1,1,0,0
Indonesia,1988,4,0,0,0,0,0
Indonesia,1988,1,0,1,1,0,0
Indonesia,1989,4,0.5,0,0,0,0
Indonesia,1989,1,0,1,1,0,0
Indonesia,1990,4,1.5,0,0,0,0
Indonesia,1990,1,0,2,2,0,0
Indonesia,1991,4,0,0,0,0,0
Indonesia,1991,1,0,0,2,0,0
Indonesia,1992,4,0.5,0,0,0,0
Indonesia,1997,1,0,1,2,0,0
Indonesia,1998,1,0,1,2,0,0
Indonesia,1998,1,0,1,1,0,0
Indonesia,1998,2,0,0,0,1,4
Indonesia,1999,1,0,2,4,0,0
Indonesia,1999,1,0,1,1,0,0
Indonesia,1999,2,0,0,0,1,4
Indonesia,2000,1,0,1,2,0,0
Indonesia,2001,1,0,2,2,0,0
Indonesia,2002,1,0,1,2,0,0
Indonesia,2003,1,0,1,2,0,0
Indonesia,2004,1,0,1,2,0,0
Indonesia,2005,1,0,1,2,0,0
Iran,1977,2,0,0,0,0,2
Iran,1978,2,0,0,0,3,4
Iran,1979,1,0,2,4,0,0
Iran,1979,2,0,0,0,2,4
Iran,1980,1,0,2,4,0,0
Iran,1981,4,1.5,0,0,0,0
Iran,1981,1,0,2,4,0,0
Iran,1981,2,0,0,0,1,4
Iran,1982,4,0.5,0,0,0,0
Iran,1982,1,0,2,4,0,0
Iran,1982,2,0,0,0,1,4
Iran,1983,4,0.5,0,0,0,0
Iran,1983,1,0,2,4,0,0
Iran,1983,2,0,0,0,0,3
Iran,1984,4,0.5,0,0,0,0
Iran,1984,1,0,2,4,0,0
Iran,1985,4,0.5,0,0,0,0
Iran,1985,1,0,1,3,0,0
Iran,1986,4,0.5,0,0,0,0
Iran,1987,4,0,0,0,0,0
Iran,1988,4,1.5,0,0,0,0
Iran,1989,4,1,0,0,0,0
Iran,1990,4,1,0,0,0,0
Iran,1991,4,0.5,0,0,0,0
Iran,1992,4,0.5,0,0,0,0
Iraq,1959,2,0,0,0,2,2
Iraq,1961,1,0,1,2,0,0
Iraq,1962,1,0,1,3,0,0
Iraq,1963,4,1.5,0,0,0,0
Iraq,1963,1,0,2,4,0,0
Iraq,1964,4,1.5,0,0,0,0
Iraq,1964,1,0,2,4,0,0
Iraq,1965,4,1.5,0,0,0,0
Iraq,1965,1,0,2,4,0,0
Iraq,1966,4,1.5,0,0,0,0
Iraq,1966,1,0,2,4,0,0
Iraq,1967,4,0,0,0,0,0
Iraq,1967,1,0,2,4,0,0
Iraq,1968,4,1,0,0,0,0
Iraq,1968,1,0,2,4,0,0
Iraq,1969,4,1.5,0,0,0,0
Iraq,1969,1,0,2,4,0,0
Iraq,1970,4,0,0,0,0,0
Iraq,1970,1,0,2,4,0,0
Iraq,1971,4,0,0,0,0,0
Iraq,1972,4,0.5,0,0,0,0
Iraq,1973,4,0.5,0,0,0,0
Iraq,1974,4,2.5,0,0,0,0
Iraq,1974,1,0,3,4,0,0
Iraq,1975,4,2.5,0,0,0,0
Iraq,1975,1,0,2,4,0,0
Iraq,1980,1,0,1,4,0,0
Iraq,1981,1,0,1,4,0,0
Iraq,1982,1,0,1,4,0,0
Iraq,1983,1,0,1,4,0,0
Iraq,1984,1,0,1,4,0,0
Iraq,1985,1,0,1,4,0,0
Iraq,1986,1,0,1,4,0,0
Iraq,1987,1,0,2,4,0,0
Iraq,1988,4,4,0,0,0,0
Iraq,1988,1,0,2,4,0,0
Iraq,1989,4,4,0,0,0,0
Iraq,1990,4,4,0,0,0,0
Iraq,1991,4,3.5,0,0,0,0
Iraq,1991,1,0,2,4,0,0
Iraq,1992,1,0,1,4,0,0
Iraq,1993,1,0,1,4,0,0
Iraq,1994,1,0,0,4,0,0
Iraq,1995,1,0,0,4,0,0
Iraq,1996,1,0,2,4,0,0
Iraq,1997,1,0,1,4,0,0
Iraq,1998,1,0,1,4,0,0
Iraq,2003,1,0,1,2,0,0
Iraq,2004,1,0,2,3,0,0
Iraq,2005,1,0,4,4,0,0
Iraq,2006,1,0,4,4,0,0
Iraq,2007,1,0,4,4,0,0
Iraq,2008,1,0,4,3,0,0
Iraq,2009,1,0,4,3,0,0
Iraq,2010,1,0,3,3,0,0
Iraq,2011,1,0,3,3,0,0
Iraq,2012,1,0,2,3,0,0
Iraq,2013,1,0,3,4,0,0
Iraq,2014,4,1,0,0,0,0
Iraq,2014,1,0,4,4,0,0
Iraq,2015,4,1.5,0,0,0,0
Iraq,2015,1,0,4,4,0,0
Israel,1987,1,0,1,4,0,0
Israel,1988,1,0,1,4,0,0
Israel,1989,1,0,1,4,0,0
Israel,1990,1,0,1,4,0,0
Israel,1991,1,0,0,4,0,0
Israel,1992,1,0,1,4,0,0
Israel,1993,1,0,1,4,0,0
Israel,1994,1,0,1,4,0,0
Israel,1995,1,0,1,3,0,0
Israel,1996,1,0,1,4,0,0
Israel,1997,1,0,1,4,0,0
Israel,1998,1,0,1,4,0,0
Israel,1999,1,0,0,4,0,0
Israel,2000,1,0,1,4,0,0
Israel,2001,1,0,1,4,0,0
Israel,2002,1,0,2,4,0,0
Israel,2003,1,0,2,4,0,0
Israel,2004,1,0,2,4,0,0
Israel,2005,1,0,1,4,0,0
Israel,2006,1,0,1,4,0,0
Israel,2007,1,0,1,4,0,0
Israel,2008,1,0,1,4,0,0
Israel,2009,1,0,2,3,0,0
Israel,2010,1,0,0,3,0,0
Israel,2011,1,0,1,3,0,0
Israel,2012,1,0,1,3,0,0
Israel,2013,1,0,0,3,0,0
Israel,2014,1,0,2,3,0,0
Israel,2015,1,0,1,3,0,0
Ivory Coast,2002,1,0,2,2,0,0
Ivory Coast,2003,1,0,1,3,0,0
Ivory Coast,2004,1,0,1,3,0,0
Ivory Coast,2005,1,0,0,3,0,0
Ivory Coast,2011,2,0,0,0,2,3
Jordan,1970,2,0,0,0,2,4
Jordan,1971,2,0,0,0,1,4
Kenya,1964,1,0,1,1,0,0
Kenya,1965,1,0,1,1,0,0
Kenya,1966,1,0,1,1,0,0
Kenya,1991,1,0,1,2,0,0
Kenya,1992,1,0,1,2,0,0
Kenya,1993,1,0,1,2,0,0
Laos,1960,2,0,0,0,2,4
Laos,1961,1,0,1,2,0,0
Laos,1961,2,0,0,0,2,4
Laos,1962,1,0,1,2,0,0
Laos,1962,2,0,0,0,0,4
Laos,1963,1,0,1,3,0,0
Laos,1963,2,0,0,0,9,4
Laos,1964,1,0,1,3,0,0
Laos,1964,2,0,0,0,9,4
Laos,1965,1,0,1,4,0,0
Laos,1965,2,0,0,0,9,4
Laos,1966,1,0,1,4,0,0
Laos,1966,2,0,0,0,9,4
Laos,1967,1,0,1,4,0,0
Laos,1967,2,0,0,0,9,4
Laos,1968,1,0,1,4,0,0
Laos,1968,2,0,0,0,9,4
Laos,1969,1,0,1,4,0,0
Laos,1969,2,0,0,0,9,4
Laos,1970,1,0,1,3,0,0
Laos,1970,2,0,0,0,9,4
Laos,1971,1,0,1,3,0,0
Laos,1971,2,0,0,0,9,4
Laos,1972,1,0,1,3,0,0
Laos,1972,2,0,0,0,9,4
Laos,1973,1,0,1,3,0,0
Laos,1973,2,0,0,0,9,4
Laos,1974,1,0,0,0,0,0
Laos,1974,2,0,0,0,9,4
Laos,1975,1,0,1,3,0,0
Laos,1975,2,0,0,0,9,4
Laos,1976,1,0,2,4,0,0
Laos,1976,2,0,0,0,9,4
Laos,1977,1,0,2,4,0,0
Laos,1977,2,0,0,0,9,4
Laos,1978,1,0,2,3,0,0
Laos,1978,2,0,0,0,9,4
Laos,1979,1,0,2,2,0,0
Laos,1979,2,0,0,0,9,4
Lebanon,1958,2,0,0,0,2,4
Lebanon,1975,1,0,4,4,0,0
Lebanon,1976,1,0,4,4,0,0
Lebanon,1977,1,0,4,4,0,0
Lebanon,1978,1,0,4,4,0,0
Lebanon,1979,1,0,4,4,0,0
Lebanon,1980,1,0,4,4,0,0
Lebanon,1981,1,0,4,4,0,0
Lebanon,1982,1,0,4,4,0,0
Lebanon,1983,1,0,4,4,0,0
Lebanon,1984,1,0,4,4,0,0
Lebanon,1985,1,0,4,4,0,0
Lebanon,1986,1,0,4,4,0,0
Lebanon,1987,1,0,4,4,0,0
Lebanon,1988,1,0,4,4,0,0
Lebanon,1989,1,0,4,4,0,0
Lebanon,1990,1,0,4,4,0,0
Lebanon,1991,1,0,4,4,0,0
Liberia,1985,2,0,0,0,2,2
Liberia,1989,2,0,0,0,1,3
Liberia,1990,2,0,0,0,3,3
Liberia,1991,2,0,0,0,3,3
Liberia,1992,2,0,0,0,4,3
Liberia,1993,2,0,0,0,4,3
Liberia,2000,2,0,0,0,0,2
Liberia,2001,2,0,0,0,1,2
Liberia,2002,2,0,0,0,1,2
Liberia,2003,2,0,0,0,1,2
Libya,2011,2,0,0,0,4,4
Libya,2014,2,0,0,0,2,3
Libya,2015,2,0,0,0,2,4
Mali,1990,1,0,1,2,0,0
Mali,1991,1,0,1,2,0,0
Mali,1992,1,0,0,2,0,0
Mali,1993,1,0,0,2,0,0
Mali,1994,1,0,1,2,0,0
Mali,1995,1,0,0,2,0,0
Mali,2012,2,0,0,0,1,2
Mali,2013,2,0,0,0,1,2
Mali,2014,2,0,0,0,1,2
Mali,2015,2,0,0,0,1,2
Mexico,2007,2,0,0,0,2,2
Mexico,2008,2,0,0,0,3,2
Mexico,2009,2,0,0,0,3,3
Mexico,2010,2,0,0,0,4,4
Mexico,2011,2,0,0,0,4,4
Mexico,2012,2,0,0,0,4,4
Mexico,2013,2,0,0,0,4,4
Mexico,2014,2,0,0,0,4,4
Mexico,2015,2,0,0,0,4,4
Moldova,1992,1,0,2,4,0,0
Morocco,1975,1,0,1,2,0,0
Morocco,1976,1,0,1,2,0,0
Morocco,1977,1,0,1,2,0,0
Morocco,1978,1,0,1,3,0,0
Morocco,1979,1,0,1,3,0,0
Morocco,1980,1,0,1,3,0,0
Morocco,1981,1,0,1,3,0,0
Morocco,1982,1,0,1,4,0,0
Morocco,1983,1,0,1,4,0,0
Morocco,1984,1,0,1,4,0,0
Morocco,1985,1,0,1,4,0,0
Morocco,1986,1,0,1,4,0,0
Morocco,1987,1,0,1,4,0,0
Morocco,1988,1,0,1,4,0,0
Morocco,1989,1,0,1,4,0,0
Mozambique,1976,2,0,0,0,1,2
Mozambique,1977,2,0,0,0,1,2
Mozambique,1978,2,0,0,0,0,2
Mozambique,1979,2,0,0,0,0,2
Mozambique,1980,2,0,0,0,1,2
Mozambique,1981,2,0,0,0,0,2
Mozambique,1982,2,0,0,0,0,3
Mozambique,1983,2,0,0,0,1,3
Mozambique,1984,2,0,0,0,2,3
Mozambique,1985,2,0,0,0,2,3
Mozambique,1986,2,0,0,0,2,4
Mozambique,1987,2,0,0,0,2,4
Mozambique,1988,2,0,0,0,2,4
Mozambique,1989,2,0,0,0,1,4
Mozambique,1990,2,0,0,0,1,4
Mozambique,1991,2,0,0,0,2,4
Mozambique,1992,2,0,0,0,1,4
Myanmar (Burma),1948,1,0,9,9,0,0
Myanmar (Burma),1949,1,0,9,9,0,0
Myanmar (Burma),1950,1,0,9,9,0,0
Myanmar (Burma),1951,1,0,9,9,0,0
Myanmar (Burma),1952,1,0,9,9,0,0
Myanmar (Burma),1953,1,0,9,9,0,0
Myanmar (Burma),1954,1,0,9,9,0,0
Myanmar (Burma),1955,1,0,9,9,0,0
Myanmar (Burma),1956,1,0,9,9,0,0
Myanmar (Burma),1957,1,0,9,9,0,0
Myanmar (Burma),1958,1,0,9,9,0,0
Myanmar (Burma),1959,1,0,9,9,0,0
Myanmar (Burma),1960,1,0,9,9,0,0
Myanmar (Burma),1961,1,0,0,1,0,0
Myanmar (Burma),1962,1,0,1,2,0,0
Myanmar (Burma),1963,1,0,2,3,0,0
Myanmar (Burma),1964,1,0,2,3,0,0
Myanmar (Burma),1965,1,0,2,3,0,0
Myanmar (Burma),1966,1,0,2,3,0,0
Myanmar (Burma),1967,1,0,2,3,0,0
Myanmar (Burma),1968,1,0,2,3,0,0
Myanmar (Burma),1969,1,0,2,3,0,0
Myanmar (Burma),1970,1,0,2,3,0,0
Myanmar (Burma),1971,1,0,2,3,0,0
Myanmar (Burma),1972,1,0,2,3,0,0
Myanmar (Burma),1973,1,0,2,3,0,0
Myanmar (Burma),1974,1,0,2,3,0,0
Myanmar (Burma),1975,1,0,2,3,0,0
Myanmar (Burma),1976,1,0,2,3,0,0
Myanmar (Burma),1977,1,0,2,4,0,0
Myanmar (Burma),1978,4,2,0,0,0,0
Myanmar (Burma),1978,1,0,2,4,0,0
Myanmar (Burma),1979,1,0,2,4,0,0
Myanmar (Burma),1980,1,0,1,4,0,0
Myanmar (Burma),1981,1,0,1,4,0,0
Myanmar (Burma),1982,1,0,1,4,0,0
Myanmar (Burma),1983,1,0,1,4,0,0
Myanmar (Burma),1984,1,0,1,4,0,0
Myanmar (Burma),1985,1,0,2,4,0,0
Myanmar (Burma),1986,1,0,2,4,0,0
Myanmar (Burma),1987,1,0,2,4,0,0
Myanmar (Burma),1988,1,0,2,4,0,0
Myanmar (Burma),1988,2,0,0,0,2,4
Myanmar (Burma),1989,1,0,1,4,0,0
Myanmar (Burma),1989,2,0,0,0,0,2
Myanmar (Burma),1990,1,0,1,4,0,0
Myanmar (Burma),1991,1,0,2,4,0,0
Myanmar (Burma),1992,1,0,2,4,0,0
Myanmar (Burma),1993,1,0,1,4,0,0
Myanmar (Burma),1994,1,0,2,4,0,0
Myanmar (Burma),1995,1,0,1,4,0,0
Myanmar (Burma),1996,1,0,1,2,0,0
Myanmar (Burma),1997,1,0,1,2,0,0
Myanmar (Burma),1998,1,0,1,2,0,0
Myanmar (Burma),1999,1,0,2,2,0,0
Myanmar (Burma),2000,1,0,1,3,0,0
Myanmar (Burma),2001,1,0,1,2,0,0
Myanmar (Burma),2002,1,0,1,2,0,0
Myanmar (Burma),2003,1,0,1,2,0,0
Myanmar (Burma),2004,1,0,1,2,0,0
Myanmar (Burma),2005,1,0,1,2,0,0
Myanmar (Burma),2006,1,0,1,2,0,0
Myanmar (Burma),2007,1,0,2,2,0,0
Myanmar (Burma),2008,1,0,1,2,0,0
Myanmar (Burma),2009,1,0,1,3,0,0
Myanmar (Burma),2010,1,0,1,3,0,0
Myanmar (Burma),2011,1,0,1,3,0,0
Myanmar (Burma),2012,1,0,1,3,0,0
Myanmar (Burma),2013,1,0,1,3,0,0
Myanmar (Burma),2014,1,0,1,2,0,0
Myanmar (Burma),2015,1,0,1,2,0,0
Nepal,1996,2,0,0,0,1,1
Nepal,1997,2,0,0,0,1,1
Nepal,1998,2,0,0,0,1,2
Nepal,1999,2,0,0,0,1,2
Nepal,2000,2,0,0,0,1,2
Nepal,2001,2,0,0,0,2,3
Nepal,2002,2,0,0,0,2,3
Nepal,2003,2,0,0,0,2,3
Nepal,2004,2,0,0,0,2,3
Nepal,2005,2,0,0,0,2,3
Nepal,2006,2,0,0,0,1,3
Nicaragua,1978,2,0,0,0,3,2
Nicaragua,1979,2,0,0,0,4,4
Nicaragua,1981,1,0,0,1,0,0
Nicaragua,1981,2,0,0,0,1,4
Nicaragua,1982,1,0,1,2,0,0
Nicaragua,1982,2,0,0,0,1,4
Nicaragua,1983,1,0,1,2,0,0
Nicaragua,1983,2,0,0,0,2,4
Nicaragua,1984,1,0,1,2,0,0
Nicaragua,1984,2,0,0,0,2,4
Nicaragua,1985,2,0,0,0,2,4
Nicaragua,1986,2,0,0,0,2,4
Nicaragua,1987,2,0,0,0,2,4
Nicaragua,1988,2,0,0,0,1,4
Nigeria,1966,1,0,4,4,0,0
Nigeria,1967,4,4,0,0,0,0
Nigeria,1967,1,0,4,4,0,0
Nigeria,1968,4,5,0,0,0,0
Nigeria,1968,1,0,4,4,0,0
Nigeria,1969,4,5,0,0,0,0
Nigeria,1969,1,0,4,4,0,0
Nigeria,1970,4,2.5,0,0,0,0
Nigeria,1970,1,0,9,4,0,0
Nigeria,1980,2,0,0,0,3,3
Nigeria,1981,2,0,0,0,0,3
Nigeria,1982,2,0,0,0,2,3
Nigeria,1983,2,0,0,0,0,3
Nigeria,1984,2,0,0,0,2,3
Nigeria,1985,2,0,0,0,1,3
Nigeria,2006,1,0,1,1,0,0
Nigeria,2007,1,0,1,2,0,0
Nigeria,2008,1,0,1,2,0,0
Nigeria,2009,1,0,2,3,0,0
Nigeria,2009,2,0,0,0,1,2
Nigeria,2010,1,0,1,2,0,0
Nigeria,2010,2,0,0,0,1,2
Nigeria,2011,2,0,0,0,1,2
Nigeria,2012,2,0,0,0,1,2
Nigeria,2013,2,0,0,0,2,2
Nigeria,2014,2,0,0,0,2,3
Nigeria,2015,2,0,0,0,3,3
Oman,1970,2,0,0,0,1,2
Oman,1971,2,0,0,0,1,2
Oman,1972,2,0,0,0,1,2
Oman,1973,2,0,0,0,1,2
Oman,1974,2,0,0,0,1,2
Oman,1975,2,0,0,0,1,2
Oman,1976,2,0,0,0,0,2
Pakistan,1971,4,5,0,0,0,0
Pakistan,1971,1,0,4,4,0,0
Pakistan,1973,4,1,0,0,0,0
Pakistan,1973,1,0,2,4,0,0
Pakistan,1974,4,1.5,0,0,0,0
Pakistan,1974,1,0,2,4,0,0
Pakistan,1975,4,1,0,0,0,0
Pakistan,1975,1,0,2,4,0,0
Pakistan,1976,4,0.5,0,0,0,0
Pakistan,1976,1,0,2,4,0,0
Pakistan,1977,4,0.5,0,0,0,0
Pakistan,1977,1,0,2,4,0,0
Pakistan,1983,1,0,1,4,0,0
Pakistan,1984,1,0,0,2,0,0
Pakistan,1985,1,0,0,2,0,0
Pakistan,1986,1,0,1,4,0,0
Pakistan,1987,1,0,1,3,0,0
Pakistan,1988,1,0,1,3,0,0
Pakistan,1989,1,0,1,3,0,0
Pakistan,1990,1,0,1,3,0,0
Pakistan,1991,1,0,1,3,0,0
Pakistan,1992,1,0,1,3,0,0
Pakistan,1993,1,0,1,3,0,0
Pakistan,1994,1,0,1,3,0,0
Pakistan,1995,1,0,2,3,0,0
Pakistan,1996,1,0,1,3,0,0
Pakistan,1997,1,0,9,9,0,0
Pakistan,1998,1,0,9,9,0,0
Pakistan,2004,1,0,1,2,0,0
Pakistan,2005,1,0,1,2,0,0
Pakistan,2006,1,0,1,2,0,0
Pakistan,2007,1,0,2,3,0,0
Pakistan,2008,1,0,3,4,0,0
Pakistan,2009,1,0,4,4,0,0
Pakistan,2010,1,0,3,4,0,0
Pakistan,2011,1,0,2,4,0,0
Pakistan,2012,1,0,2,4,0,0
Pakistan,2013,1,0,2,4,0,0
Pakistan,2014,1,0,2,4,0,0
Pakistan,2015,1,0,2,4,0,0
Papua New Guinea,1989,1,0,0,1,0,0
Papua New Guinea,1990,1,0,1,1,0,0
Papua New Guinea,1991,1,0,0,1,0,0
Papua New Guinea,1992,1,0,1,1,0,0
Papua New Guinea,1993,1,0,1,1,0,0
Papua New Guinea,1994,1,0,1,1,0,0
Papua New Guinea,1995,1,0,1,1,0,0
Papua New Guinea,1996,1,0,1,1,0,0
Papua New Guinea,1997,1,0,0,2,0,0
Peru,1982,2,0,0,0,1,2
Peru,1983,2,0,0,0,2,2
Peru,1984,2,0,0,0,2,2
Peru,1985,2,0,0,0,2,2
Peru,1986,2,0,0,0,2,2
Peru,1987,2,0,0,0,2,2
Peru,1988,2,0,0,0,2,2
Peru,1989,2,0,0,0,2,3
Peru,1990,2,0,0,0,2,3
Peru,1991,2,0,0,0,2,2
Peru,1992,2,0,0,0,2,3
Peru,1993,2,0,0,0,2,3
Peru,1994,2,0,0,0,1,2
Peru,1995,2,0,0,0,1,2
Peru,1996,2,0,0,0,1,2
Peru,1997,2,0,0,0,1,2
Philippines,1972,4,2,0,0,0,0
Philippines,1972,1,0,1,3,0,0
Philippines,1972,2,0,0,0,9,2
Philippines,1973,4,2.5,0,0,0,0
Philippines,1973,1,0,2,4,0,0
Philippines,1973,2,0,0,0,9,2
Philippines,1974,4,2.5,0,0,0,0
Philippines,1974,1,0,2,4,0,0
Philippines,1974,2,0,0,0,9,2
Philippines,1975,4,2.5,0,0,0,0
Philippines,1975,1,0,2,4,0,0
Philippines,1975,2,0,0,0,9,2
Philippines,1976,4,2,0,0,0,0
Philippines,1976,1,0,2,4,0,0
Philippines,1976,2,0,0,0,9,2
Philippines,1977,1,0,1,3,0,0
Philippines,1977,2,0,0,0,9,2
Philippines,1978,1,0,2,3,0,0
Philippines,1978,2,0,0,0,9,2
Philippines,1979,1,0,1,3,0,0
Philippines,1979,2,0,0,0,2,2
Philippines,1980,1,0,1,2,0,0
Philippines,1980,2,0,0,0,2,2
Philippines,1981,1,0,2,1,0,0
Philippines,1981,2,0,0,0,2,2
Philippines,1982,1,0,1,1,0,0
Philippines,1982,2,0,0,0,2,3
Philippines,1983,1,0,1,1,0,0
Philippines,1983,2,0,0,0,2,3
Philippines,1984,1,0,1,1,0,0
Philippines,1984,2,0,0,0,2,3
Philippines,1985,1,0,1,1,0,0
Philippines,1985,2,0,0,0,2,4
Philippines,1986,1,0,1,1,0,0
Philippines,1986,2,0,0,0,3,4
Philippines,1987,1,0,1,1,0,0
Philippines,1987,2,0,0,0,2,4
Philippines,1988,1,0,1,1,0,0
Philippines,1988,2,0,0,0,2,4
Philippines,1989,1,0,1,1,0,0
Philippines,1989,2,0,0,0,2,4
Philippines,1990,1,0,1,1,0,0
Philippines,1990,2,0,0,0,2,4
Philippines,1991,1,0,1,1,0,0
Philippines,1991,2,0,0,0,2,4
Philippines,1992,1,0,1,1,0,0
Philippines,1992,2,0,0,0,1,3
Philippines,1993,1,0,1,1,0,0
Philippines,1993,2,0,0,0,1,3
Philippines,1994,1,0,1,1,0,0
Philippines,1994,2,0,0,0,1,3
Philippines,1995,1,0,1,1,0,0
Philippines,1995,2,0,0,0,1,3
Philippines,1996,1,0,1,1,0,0
Philippines,1996,2,0,0,0,0,3
Philippines,1997,1,0,1,1,0,0
Philippines,1998,1,0,1,1,0,0
Philippines,1999,1,0,2,2,0,0
Philippines,2000,1,0,2,2,0,0
Philippines,2001,1,0,1,2,0,0
Philippines,2002,1,0,1,2,0,0
Philippines,2003,1,0,1,2,0,0
Philippines,2004,1,0,1,2,0,0
Philippines,2005,1,0,1,2,0,0
Philippines,2006,1,0,1,2,0,0
Philippines,2007,1,0,1,2,0,0
Philippines,2008,1,0,1,2,0,0
Philippines,2009,1,0,1,2,0,0
Philippines,2010,1,0,1,2,0,0
Philippines,2011,1,0,0,2,0,0
Philippines,2012,1,0,0,2,0,0
Philippines,2013,1,0,0,2,0,0
Philippines,2014,1,0,1,2,0,0
Philippines,2015,1,0,1,2,0,0
Romania,1989,2,0,0,0,4,4
Russia,1994,1,0,2,4,0,0
Russia,1995,1,0,4,4,0,0
Russia,1999,1,0,4,4,0,0
Russia,2000,1,0,4,4,0,0
Russia,2001,1,0,2,2,0,0
Russia,2002,1,0,2,2,0,0
Russia,2003,1,0,2,2,0,0
Russia,2004,1,0,2,2,0,0
Russia,2005,1,0,1,2,0,0
Russia,2006,1,0,1,1,0,0
Russia,2008,1,0,1,1,0,0
Russia,2009,1,0,2,2,0,0
Russia,2010,1,0,1,2,0,0
Russia,2011,1,0,1,2,0,0
Russia,2012,1,0,1,2,0,0
Russia,2013,1,0,1,2,0,0
Russia,2014,1,0,1,2,0,0
Russia,2015,1,0,0,2,0,0
Russia ,1996,1,0,3,4,0,0
Rwanda,1963,4,2.5,0,0,0,0
Rwanda,1963,1,0,1,2,0,0
Rwanda,1964,4,0,0,0,0,0
Rwanda,1964,1,0,1,2,0,0
Rwanda,1965,1,0,9,2,0,0
Rwanda,1966,1,0,1,2,0,0
Rwanda,1990,1,0,2,2,0,0
Rwanda,1991,1,0,2,2,0,0
Rwanda,1992,1,0,2,2,0,0
Rwanda,1993,1,0,2,3,0,0
