COUNTRY,YEAR,PTYPE,GENDEATHMAG,ETHMAGFATAL,ETHMAGFIGHT,REVMAGFATAL,REVMAGFIGHT
Cambodia,1998,0,0,0,0,0,0
Cambodia,1999,0,0,0,0,0,0
Cambodia,2000,0,0,0,0,0,0
Cambodia,2001,0,0,0,0,0,0
Cambodia,2002,0,0,0,0,0,0
Cambodia,2003,0,0,0,0,0,0
Cambodia,2004,0,0,0,0,0,0
Cambodia,2005,0,0,0,0,0,0
Cambodia,2006,0,0,0,0,0,0
Cambodia,2007,0,0,0,0,0,0
Cambodia,2008,0,0,0,0,0,0
Cambodia,2009,0,0,0,0,0,0
Cambodia,2010,0,0,0,0,0,0
Cambodia,2011,0,0,0,0,0,0
Cambodia,2012,0,0,0,0,0,0
Cambodia,2013,0,0,0,0,0,0
Cambodia,2014,0,0,0,0,0,0
Cambodia,2015,0,0,0,0,0,0
Central African Republic,1955,0,0,0,0,0,0
Central African Republic,1956,0,0,0,0,0,0
Central African Republic,1957,0,0,0,0,0,0
Central African Republic,1958,0,0,0,0,0,0
Central African Republic,1959,0,0,0,0,0,0
Central African Republic,1960,0,0,0,0,0,0
Central African Republic,1961,0,0,0,0,0,0
Central African Republic,1962,0,0,0,0,0,0
Central African Republic,1963,0,0,0,0,0,0
Central African Republic,1964,0,0,0,0,0,0
Central African Republic,1965,0,0,0,0,0,0
Central African Republic,1966,0,0,0,0,0,0
Central African Republic,1967,0,0,0,0,0,0
Central African Republic,1968,0,0,0,0,0,0
Central African Republic,1969,0,0,0,0,0,0
Central African Republic,1970,0,0,0,0,0,0
Central African Republic,1971,0,0,0,0,0,0
Central African Republic,1972,0,0,0,0,0,0
Central African Republic,1973,0,0,0,0,0,0
Central African Republic,1974,0,0,0,0,0,0
Central African Republic,1975,0,0,0,0,0,0
Central African Republic,1976,0,0,0,0,0,0
Central African Republic,1977,0,0,0,0,0,0
Central African Republic,1978,0,0,0,0,0,0
Central African Republic,1979,0,0,0,0,0,0
Central African Republic,1980,0,0,0,0,0,0
Central African Republic,1981,0,0,0,0,0,0
Central African Republic,1982,0,0,0,0,0,0
Central African Republic,1983,0,0,0,0,0,0
Central African Republic,1984,0,0,0,0,0,0
Central African Republic,1985,0,0,0,0,0,0
Central African Republic,1986,0,0,0,0,0,0
Central African Republic,1987,0,0,0,0,0,0
Central African Republic,1988,0,0,0,0,0,0
Central African Republic,1989,0,0,0,0,0,0
Central African Republic,1990,0,0,0,0,0,0
Central African Republic,1991,0,0,0,0,0,0
Central African Republic,1992,0,0,0,0,0,0
Central African Republic,1993,0,0,0,0,0,0
Central African Republic,1994,0,0,0,0,0,0
Central African Republic,1995,0,0,0,0,0,0
Central African Republic,1996,0,0,0,0,0,0
Central African Republic,1997,0,0,0,0,0,0
Central African Republic,1998,0,0,0,0,0,0
Central African Republic,1999,0,0,0,0,0,0
Central African Republic,2000,0,0,0,0,0,0
Central African Republic,2001,0,0,0,0,0,0
Central African Republic,2002,0,0,0,0,0,0
Central African Republic,2003,0,0,0,0,0,0
Central African Republic,2004,0,0,0,0,0,0
Central African Republic,2005,1,0,1,2,0,0
Central African Republic,2006,1,0,2,2,0,0
Central African Republic,2007,1,0,1,2,0,0
Central African Republic,2008,1,0,1,2,0,0
Central African Republic,2009,1,0,1,2,0,0
Central African Republic,2010,1,0,1,2,0,0
Central African Republic,2011,1,0,1,3,0,0
Central African Republic,2012,1,0,1,3,0,0
Central African Republic,2012,1,0,0,2,0,0
Central African Republic,2013,4,1,0,0,0,0
Central African Republic,2013,1,0,0,3,0,0
Central African Republic,2013,1,0,2,3,0,0
Central African Republic,2014,4,2,0,0,0,0
Central African Republic,2014,1,0,3,3,0,0
Central African Republic,2015,4,0.5,0,0,0,0
Central African Republic,2015,1,0,1,2,0,0
Chad,1955,0,0,0,0,0,0
Chad,1956,0,0,0,0,0,0
Chad,1957,0,0,0,0,0,0
Chad,1958,0,0,0,0,0,0
Chad,1959,0,0,0,0,0,0
Chad,1960,0,0,0,0,0,0
Chad,1961,0,0,0,0,0,0
Chad,1962,0,0,0,0,0,0
Chad,1963,0,0,0,0,0,0
Chad,1964,0,0,0,0,0,0
Chad,1965,1,0,2,2,0,0
Chad,1966,1,0,2,2,0,0
Chad,1967,1,0,2,2,0,0
Chad,1968,1,0,2,2,0,0
Chad,1969,1,0,2,2,0,0
Chad,1970,1,0,2,2,0,0
Chad,1971,1,0,2,2,0,0
Chad,1972,1,0,2,2,0,0
Chad,1973,1,0,2,2,0,0
Chad,1974,1,0,2,2,0,0
Chad,1975,1,0,2,2,0,0
Chad,1976,1,0,2,2,0,0
Chad,1977,1,0,2,2,0,0
Chad,1978,1,0,2,2,0,0
Chad,1979,1,0,2,2,0,0
Chad,1980,1,0,2,2,0,0
Chad,1981,1,0,2,2,0,0
Chad,1982,1,0,2,2,0,0
Chad,1983,1,0,2,2,0,0
Chad,1984,1,0,2,2,0,0
Chad,1985,1,0,2,2,0,0
Chad,1986,1,0,2,2,0,0
Chad,1987,1,0,2,2,0,0
Chad,1988,1,0,0,2,0,0
Chad,1989,1,0,1,2,0,0
Chad,1990,1,0,3,3,0,0
Chad,1991,1,0,1,2,0,0
Chad,1992,1,0,1,3,0,0
Chad,1993,1,0,1,2,0,0
Chad,1994,1,0,0,2,0,0
Chad,2005,2,0,0,0,1,2
Chad,2006,2,0,0,0,2,2
Chad,2007,2,0,0,0,1,3
Chad,2008,2,0,0,0,2,3
Chad,2009,2,0,0,0,2,3
Chad,2010,2,0,0,0,1,2
Chad,2011,0,0,0,0,0,0
Chad,2012,0,0,0,0,0,0
Chad,2013,0,0,0,0,0,0
Chad,2014,0,0,0,0,0,0
Chad,2015,0,0,0,0,0,0
Chile,1955,0,0,0,0,0,0
Chile,1956,0,0,0,0,0,0
Chile,1957,0,0,0,0,0,0
Chile,1958,0,0,0,0,0,0
Chile,1959,0,0,0,0,0,0
Chile,1960,0,0,0,0,0,0
Chile,1961,0,0,0,0,0,0
Chile,1962,0,0,0,0,0,0
Chile,1963,0,0,0,0,0,0
Chile,1964,0,0,0,0,0,0
Chile,1965,0,0,0,0,0,0
Chile,1966,0,0,0,0,0,0
Chile,1967,0,0,0,0,0,0
Chile,1968,0,0,0,0,0,0
Chile,1969,0,0,0,0,0,0
Chile,1970,0,0,0,0,0,0
Chile,1971,0,0,0,0,0,0
Chile,1972,0,0,0,0,0,0
Chile,1973,4,2,0,0,0,0
Chile,1974,4,2,0,0,0,0
Chile,1975,4,1.5,0,0,0,0
Chile,1976,4,1.5,0,0,0,0
Chile,1977,0,0,0,0,0,0
Chile,1978,0,0,0,0,0,0
Chile,1979,0,0,0,0,0,0
Chile,1980,0,0,0,0,0,0
Chile,1981,0,0,0,0,0,0
Chile,1982,0,0,0,0,0,0
Chile,1983,0,0,0,0,0,0
Chile,1984,0,0,0,0,0,0
Chile,1985,0,0,0,0,0,0
Chile,1986,0,0,0,0,0,0
Chile,1987,0,0,0,0,0,0
Chile,1988,0,0,0,0,0,0
Chile,1989,0,0,0,0,0,0
Chile,1990,0,0,0,0,0,0
Chile,1991,0,0,0,0,0,0
Chile,1992,0,0,0,0,0,0
Chile,1993,0,0,0,0,0,0
Chile,1994,0,0,0,0,0,0
Chile,1995,0,0,0,0,0,0
Chile,1996,0,0,0,0,0,0
Chile,1997,0,0,0,0,0,0
Chile,1998,0,0,0,0,0,0
Chile,1999,0,0,0,0,0,0
Chile,2000,0,0,0,0,0,0
Chile,2001,0,0,0,0,0,0
Chile,2002,0,0,0,0,0,0
Chile,2003,0,0,0,0,0,0
Chile,2004,0,0,0,0,0,0
Chile,2005,0,0,0,0,0,0
Chile,2006,0,0,0,0,0,0
Chile,2007,0,0,0,0,0,0
Chile,2008,0,0,0,0,0,0
Chile,2009,0,0,0,0,0,0
Chile,2010,0,0,0,0,0,0
Chile,2011,0,0,0,0,0,0
Chile,2012,0,0,0,0,0,0
Chile,2013,0,0,0,0,0,0
Chile,2014,0,0,0,0,0,0
Chile,2015,0,0,0,0,0,0
China,1955,0,0,0,0,0,0
China,1956,1,0,1,4,0,0
China,1957,1,0,2,4,0,0
China,1958,1,0,2,4,0,0
China,1959,4,4,0,0,0,0
China,1959,1,0,2,4,0,0
China,1960,0,0,0,0,0,0
China,1961,0,0,0,0,0,0
China,1962,0,0,0,0,0,0
China,1963,0,0,0,0,0,0
China,1964,0,0,0,0,0,0
China,1965,0,0,0,0,0,0
China,1966,4,3.5,0,0,0,0
China,1966,2,0,0,0,9,4
China,1967,4,3.5,0,0,0,0
China,1967,2,0,0,0,4,4
China,1968,4,3.5,0,0,0,0
China,1968,2,0,0,0,4,4
China,1969,4,3.5,0,0,0,0
China,1969,2,0,0,0,4,4
China,1970,4,3.5,0,0,0,0
China,1971,4,3.5,0,0,0,0
China,1972,4,3.5,0,0,0,0
China,1973,4,3.5,0,0,0,0
China,1974,4,3.5,0,0,0,0
China,1975,4,3.5,0,0,0,0
China,1976,0,0,0,0,0,0
China,1977,0,0,0,0,0,0
China,1978,0,0,0,0,0,0
China,1979,0,0,0,0,0,0
China,1980,0,0,0,0,0,0
China,1981,0,0,0,0,0,0
China,1982,0,0,0,0,0,0
China,1983,0,0,0,0,0,0
China,1984,0,0,0,0,0,0
China,1985,0,0,0,0,0,0
China,1986,0,0,0,0,0,0
China,1987,0,0,0,0,0,0
China,1988,1,0,2,9,0,0
China,1989,1,0,2,9,0,0
China,1989,2,0,0,0,2,4
China,1990,1,0,2,9,0,0
China,1991,1,0,1,9,0,0
China,1992,1,0,2,9,0,0
China,1993,1,0,1,9,0,0
China,1994,1,0,1,1,0,0
China,1995,1,0,4,1,0,0
China,1996,1,0,1,2,0,0
China,1997,1,0,1,2,0,0
China,1998,1,0,1,2,0,0
China,1999,0,0,0,0,0,0
China,2000,0,0,0,0,0,0
China,2001,0,0,0,0,0,0
China,2002,0,0,0,0,0,0
China,2003,0,0,0,0,0,0
China,2004,0,0,0,0,0,0
China,2005,0,0,0,0,0,0
China,2006,0,0,0,0,0,0
China,2007,0,0,0,0,0,0
China,2008,0,0,0,0,0,0
China,2009,1,0,1,2,0,0
China,2010,1,0,1,2,0,0
China,2011,1,0,0,2,0,0
China,2012,1,0,0,2,0,0
China,2013,1,0,1,2,0,0
China,2014,1,0,1,2,0,0
China,2015,1,0,1,2,0,0
Colombia,1948,2,0,0,0,2,3
Colombia,1949,2,0,0,0,2,3
Colombia,1950,2,0,0,0,4,3
Colombia,1951,2,0,0,0,4,4
Colombia,1952,2,0,0,0,4,4
Colombia,1953,2,0,0,0,4,4
Colombia,1954,2,0,0,0,4,4
Colombia,1955,2,0,0,0,4,4
Colombia,1956,2,0,0,0,4,4
Colombia,1957,2,0,0,0,3,4
Colombia,1958,2,0,0,0,3,3
Colombia,1959,2,0,0,0,2,2
Colombia,1960,2,0,0,0,1,2
Colombia,1961,0,0,0,0,0,0
Colombia,1962,0,0,0,0,0,0
Colombia,1963,0,0,0,0,0,0
Colombia,1964,0,0,0,0,0,0
Colombia,1965,0,0,0,0,0,0
Colombia,1966,0,0,0,0,0,0
Colombia,1967,0,0,0,0,0,0
Colombia,1968,0,0,0,0,0,0
Colombia,1969,0,0,0,0,0,0
Colombia,1970,0,0,0,0,0,0
Colombia,1971,0,0,0,0,0,0
Colombia,1972,0,0,0,0,0,0
Colombia,1973,0,0,0,0,0,0
Colombia,1974,0,0,0,0,0,0
Colombia,1975,2,0,0,0,0,2
Colombia,1976,2,0,0,0,1,2
Colombia,1977,2,0,0,0,1,2
Colombia,1978,2,0,0,0,1,2
Colombia,1979,2,0,0,0,1,2
Colombia,1980,2,0,0,0,1,2
Colombia,1981,2,0,0,0,1,2
Colombia,1982,2,0,0,0,1,3
Colombia,1983,2,0,0,0,1,3
Colombia,1984,2,0,0,0,1,3
Colombia,1985,2,0,0,0,1,3
Colombia,1986,2,0,0,0,1,3
Colombia,1987,2,0,0,0,2,3
Colombia,1988,2,0,0,0,2,3
Colombia,1989,2,0,0,0,2,3
Colombia,1990,2,0,0,0,2,3
Colombia,1991,2,0,0,0,2,3
Colombia,1992,2,0,0,0,2,3
Colombia,1993,2,0,0,0,2,3
Colombia,1994,2,0,0,0,2,3
Colombia,1995,2,0,0,0,2,3
Colombia,1996,2,0,0,0,1,3
Colombia,1997,2,0,0,0,2,3
Colombia,1998,2,0,0,0,2,3
Colombia,1999,2,0,0,0,4,4
Colombia,2000,2,0,0,0,2,4
Colombia,2001,2,0,0,0,1,4
Colombia,2002,2,0,0,0,2,4
Colombia,2003,2,0,0,0,2,4
Colombia,2004,2,0,0,0,2,4
Colombia,2005,2,0,0,0,2,4
Colombia,2006,2,0,0,0,2,4
Colombia,2007,2,0,0,0,3,4
Colombia,2008,2,0,0,0,3,4
Colombia,2009,2,0,0,0,2,3
Colombia,2010,2,0,0,0,2,3
Colombia,2011,2,0,0,0,2,3
Colombia,2012,2,0,0,0,1,3
Colombia,2013,2,0,0,0,1,3
Colombia,2014,2,0,0,0,2,3
Colombia,2015,2,0,0,0,1,3
Congo,1955,0,0,0,0,0,0
Congo,1956,0,0,0,0,0,0
Congo,1957,0,0,0,0,0,0
Congo,1958,0,0,0,0,0,0
Congo,1959,0,0,0,0,0,0
Congo,1960,0,0,0,0,0,0
Congo,1961,0,0,0,0,0,0
Congo,1962,0,0,0,0,0,0
Congo,1963,0,0,0,0,0,0
Congo,1964,0,0,0,0,0,0
Congo,1965,0,0,0,0,0,0
Congo,1966,0,0,0,0,0,0
Congo,1967,0,0,0,0,0,0
Congo,1968,0,0,0,0,0,0
Congo,1969,0,0,0,0,0,0
Congo,1970,0,0,0,0,0,0
Congo,1971,0,0,0,0,0,0
Congo,1972,0,0,0,0,0,0
Congo,1973,0,0,0,0,0,0
Congo,1974,0,0,0,0,0,0
Congo,1975,0,0,0,0,0,0
Congo,1976,0,0,0,0,0,0
Congo,1977,0,0,0,0,0,0
Congo,1978,0,0,0,0,0,0
Congo,1979,0,0,0,0,0,0
Congo,1980,0,0,0,0,0,0
Congo,1981,0,0,0,0,0,0
Congo,1982,0,0,0,0,0,0
Congo,1983,0,0,0,0,0,0
Congo,1984,0,0,0,0,0,0
Congo,1985,0,0,0,0,0,0
Congo,1986,0,0,0,0,0,0
Congo,1987,0,0,0,0,0,0
Congo,1988,0,0,0,0,0,0
Congo,1989,0,0,0,0,0,0
Congo,1990,0,0,0,0,0,0
Congo,1991,0,0,0,0,0,0
Congo,1992,0,0,0,0,0,0
Congo,1993,0,0,0,0,0,0
Congo,1994,0,0,0,0,0,0
Congo,1995,0,0,0,0,0,0
Congo,1996,0,0,0,0,0,0
Congo,1997,2,0,0,0,3,3
Congo,1998,2,0,0,0,2,4
Congo,1999,2,0,0,0,2,4
Congo,2000,0,0,0,0,0,0
Congo,2001,0,0,0,0,0,0
Congo,2002,0,0,0,0,0,0
Congo,2003,0,0,0,0,0,0
Congo,2004,0,0,0,0,0,0
Congo,2005,0,0,0,0,0,0
Congo,2006,0,0,0,0,0,0
Congo,2007,0,0,0,0,0,0
Congo,2008,0,0,0,0,0,0
Congo,2009,0,0,0,0,0,0
Congo,2010,0,0,0,0,0,0
Congo,2011,0,0,0,0,0,0
Congo,2012,0,0,0,0,0,0
Congo,2013,0,0,0,0,0,0
Congo,2014,0,0,0,0,0,0
Congo,2015,0,0,0,0,0,0
Cote d'Ivoire,1955,0,0,0,0,0,0
Cote d'Ivoire,1956,0,0,0,0,0,0
Cote d'Ivoire,1957,0,0,0,0,0,0
Cote d'Ivoire,1958,0,0,0,0,0,0
Cote d'Ivoire,1959,0,0,0,0,0,0
Cote d'Ivoire,1960,0,0,0,0,0,0
Cote d'Ivoire,1961,0,0,0,0,0,0
Cote d'Ivoire,1962,0,0,0,0,0,0
Cote d'Ivoire,1963,0,0,0,0,0,0
Cote d'Ivoire,1964,0,0,0,0,0,0
Cote d'Ivoire,1965,0,0,0,0,0,0
Cote d'Ivoire,1966,0,0,0,0,0,0
Cote d'Ivoire,1967,0,0,0,0,0,0
Cote d'Ivoire,1968,0,0,0,0,0,0
Cote d'Ivoire,1969,0,0,0,0,0,0
Cote d'Ivoire,1970,0,0,0,0,0,0
Cote d'Ivoire,1971,0,0,0,0,0,0
Cote d'Ivoire,1972,0,0,0,0,0,0
Cote d'Ivoire,1973,0,0,0,0,0,0
Cote d'Ivoire,1974,0,0,0,0,0,0
Cote d'Ivoire,1975,0,0,0,0,0,0
Cote d'Ivoire,1976,0,0,0,0,0,0
Cote d'Ivoire,1977,0,0,0,0,0,0
Cote d'Ivoire,1978,0,0,0,0,0,0
Cote d'Ivoire,1979,0,0,0,0,0,0
Cote d'Ivoire,1980,0,0,0,0,0,0
Cote d'Ivoire,1981,0,0,0,0,0,0
Cote d'Ivoire,1982,0,0,0,0,0,0
Cote d'Ivoire,1983,0,0,0,0,0,0
Cote d'Ivoire,1984,0,0,0,0,0,0
Cote d'Ivoire,1985,0,0,0,0,0,0
Cote d'Ivoire,1986,0,0,0,0,0,0
Cote d'Ivoire,1987,0,0,0,0,0,0
Cote d'Ivoire,1988,0,0,0,0,0,0
Cote d'Ivoire,1989,0,0,0,0,0,0
Cote d'Ivoire,1990,0,0,0,0,0,0
Cote d'Ivoire,1991,0,0,0,0,0,0
Cote d'Ivoire,1992,0,0,0,0,0,0
Cote d'Ivoire,1993,0,0,0,0,0,0
Cote d'Ivoire,1994,0,0,0,0,0,0
Cote d'Ivoire,1995,0,0,0,0,0,0
Cote d'Ivoire,1996,0,0,0,0,0,0
Cote d'Ivoire,1997,0,0,0,0,0,0
Cote d'Ivoire,1998,0,0,0,0,0,0
Cote d'Ivoire,1999,0,0,0,0,0,0
Cote d'Ivoire,2000,0,0,0,0,0,0
Cote d'Ivoire,2001,0,0,0,0,0,0
Cote d'Ivoire,2002,1,0,2,2,0,0
Cote d'Ivoire,2003,1,0,1,3,0,0
Cote d'Ivoire,2004,1,0,1,3,0,0
Cote d'Ivoire,2005,1,0,0,3,0,0
Cote d'Ivoire,2006,0,0,0,0,0,0
Cote d'Ivoire,2007,0,0,0,0,0,0
Cote d'Ivoire,2008,0,0,0,0,0,0
Cote d'Ivoire,2009,0,0,0,0,0,0
Cote d'Ivoire,2010,0,0,0,0,0,0
Cote d'Ivoire,2011,2,0,0,0,2,3
Cote d'Ivoire,2012,0,0,0,0,0,0
Cote d'Ivoire,2013,0,0,0,0,0,0
Cote d'Ivoire,2014,0,0,0,0,0,0
Cote d'Ivoire,2015,0,0,0,0,0,0
Croatia,1955,0,0,0,0,0,0
Croatia,1956,0,0,0,0,0,0
Croatia,1957,0,0,0,0,0,0
Croatia,1958,0,0,0,0,0,0
Croatia,1959,0,0,0,0,0,0
Croatia,1960,0,0,0,0,0,0
Croatia,1961,0,0,0,0,0,0
Croatia,1962,0,0,0,0,0,0
Croatia,1963,0,0,0,0,0,0
Croatia,1964,0,0,0,0,0,0
Croatia,1965,0,0,0,0,0,0
Croatia,1966,0,0,0,0,0,0
Croatia,1967,0,0,0,0,0,0
Croatia,1968,0,0,0,0,0,0
Croatia,1969,0,0,0,0,0,0
Croatia,1970,0,0,0,0,0,0
Croatia,1971,0,0,0,0,0,0
Croatia,1972,0,0,0,0,0,0
Croatia,1973,0,0,0,0,0,0
Croatia,1974,0,0,0,0,0,0
Croatia,1975,0,0,0,0,0,0
Croatia,1976,0,0,0,0,0,0
Croatia,1977,0,0,0,0,0,0
Croatia,1978,0,0,0,0,0,0
Croatia,1979,0,0,0,0,0,0
Croatia,1980,0,0,0,0,0,0
Croatia,1981,0,0,0,0,0,0
Croatia,1982,0,0,0,0,0,0
Croatia,1983,0,0,0,0,0,0
Croatia,1984,0,0,0,0,0,0
Croatia,1985,0,0,0,0,0,0
Croatia,1986,0,0,0,0,0,0
Croatia,1987,0,0,0,0,0,0
Croatia,1988,0,0,0,0,0,0
Croatia,1989,0,0,0,0,0,0
Croatia,1990,0,0,0,0,0,0
Croatia,1991,1,0,3,4,0,0
Croatia,1992,1,0,1,4,0,0
Croatia,1993,1,0,1,4,0,0
Croatia,1994,1,0,0,4,0,0
Croatia,1995,1,0,2,4,0,0
Croatia,1996,0,0,0,0,0,0
Croatia,1997,0,0,0,0,0,0
Croatia,1998,0,0,0,0,0,0
Croatia,1999,0,0,0,0,0,0
Croatia,2000,0,0,0,0,0,0
Croatia,2001,0,0,0,0,0,0
Croatia,2002,0,0,0,0,0,0
Croatia,2003,0,0,0,0,0,0
Croatia,2004,0,0,0,0,0,0
Croatia,2005,0,0,0,0,0,0
Croatia,2006,0,0,0,0,0,0
Croatia,2007,0,0,0,0,0,0
Croatia,2008,0,0,0,0,0,0
Croatia,2009,0,0,0,0,0,0
Croatia,2010,0,0,0,0,0,0
Croatia,2011,0,0,0,0,0,0
Croatia,2012,0,0,0,0,0,0
Croatia,2013,0,0,0,0,0,0
Croatia,2014,0,0,0,0,0,0
Croatia,2015,0,0,0,0,0,0
Cuba,1955,0,0,0,0,0,0
Cuba,1956,2,0,0,0,0,1
Cuba,1957,2,0,0,0,1,1
Cuba,1958,2,0,0,0,1,1
Cuba,1959,2,0,0,0,1,4
Cuba,1960,0,0,0,0,0,0
Cuba,1961,0,0,0,0,0,0
Cuba,1962,0,0,0,0,0,0
Cuba,1963,0,0,0,0,0,0
Cuba,1964,0,0,0,0,0,0
Cuba,1965,0,0,0,0,0,0
Cuba,1966,0,0,0,0,0,0
Cuba,1967,0,0,0,0,0,0
Cuba,1968,0,0,0,0,0,0
Cuba,1969,0,0,0,0,0,0
Cuba,1970,0,0,0,0,0,0
Cuba,1971,0,0,0,0,0,0
Cuba,1972,0,0,0,0,0,0
Cuba,1973,0,0,0,0,0,0
Cuba,1974,0,0,0,0,0,0
Cuba,1975,0,0,0,0,0,0
Cuba,1976,0,0,0,0,0,0
Cuba,1977,0,0,0,0,0,0
Cuba,1978,0,0,0,0,0,0
Cuba,1979,0,0,0,0,0,0
Cuba,1980,0,0,0,0,0,0
Cuba,1981,0,0,0,0,0,0
Cuba,1982,0,0,0,0,0,0
Cuba,1983,0,0,0,0,0,0
Cuba,1984,0,0,0,0,0,0
Cuba,1985,0,0,0,0,0,0
Cuba,1986,0,0,0,0,0,0
Cuba,1987,0,0,0,0,0,0
Cuba,1988,0,0,0,0,0,0
Cuba,1989,0,0,0,0,0,0
Cuba,1990,0,0,0,0,0,0
Cuba,1991,0,0,0,0,0,0
Cuba,1992,0,0,0,0,0,0
Cuba,1993,0,0,0,0,0,0
Cuba,1994,0,0,0,0,0,0
Cuba,1995,0,0,0,0,0,0
Cuba,1996,0,0,0,0,0,0
Cuba,1997,0,0,0,0,0,0
Cuba,1998,0,0,0,0,0,0
Cuba,1999,0,0,0,0,0,0
Cuba,2000,0,0,0,0,0,0
Cuba,2001,0,0,0,0,0,0
Cuba,2002,0,0,0,0,0,0
Cuba,2003,0,0,0,0,0,0
Cuba,2004,0,0,0,0,0,0
Cuba,2005,0,0,0,0,0,0
Cuba,2006,0,0,0,0,0,0
Cuba,2007,0,0,0,0,0,0
Cuba,2008,0,0,0,0,0,0
Cuba,2009,0,0,0,0,0,0
Cuba,2010,0,0,0,0,0,0
Cuba,2011,0,0,0,0,0,0
Cuba,2012,0,0,0,0,0,0
Cuba,2013,0,0,0,0,0,0
Cuba,2014,0,0,0,0,0,0
Cuba,2015,0,0,0,0,0,0
Cyprus,1955,0,0,0,0,0,0
Cyprus,1956,0,0,0,0,0,0
Cyprus,1957,0,0,0,0,0,0
Cyprus,1958,0,0,0,0,0,0
Cyprus,1959,0,0,0,0,0,0
Cyprus,1960,0,0,0,0,0,0
Cyprus,1961,0,0,0,0,0,0
Cyprus,1962,0,0,0,0,0,0
Cyprus,1963,1,0,2,3,0,0
Cyprus,1964,1,0,2,3,0,0
Cyprus,1965,0,0,0,0,0,0
Cyprus,1966,0,0,0,0,0,0
Cyprus,1967,0,0,0,0,0,0
Cyprus,1968,0,0,0,0,0,0
Cyprus,1969,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0
Cyprus,1971,0,0,0,0,0,0
Cyprus,1972,0,0,0,0,0,0
Cyprus,1973,0,0,0,0,0,0
Cyprus,1974,1,0,2,4,0,0
Cyprus,1975,0,0,0,0,0,0
Cyprus,1976,0,0,0,0,0,0
Cyprus,1977,0,0,0,0,0,0
Cyprus,1978,0,0,0,0,0,0
Cyprus,1979,0,0,0,0,0,0
Cyprus,1980,0,0,0,0,0,0
Cyprus,1981,0,0,0,0,0,0
Cyprus,1982,0,0,0,0,0,0
Cyprus,1983,0,0,0,0,0,0
Cyprus,1984,0,0,0,0,0,0
Cyprus,1985,0,0,0,0,0,0
Cyprus,1986,0,0,0,0,0,0
Cyprus,1987,0,0,0,0,0,0
Cyprus,1988,0,0,0,0,0,0
Cyprus,1989,0,0,0,0,0,0
Cyprus,1990,0,0,0,0,0,0
Cyprus,1991,0,0,0,0,0,0
Cyprus,1992,0,0,0,0,0,0
Cyprus,1993,0,0,0,0,0,0
Cyprus,1994,0,0,0,0,0,0
Cyprus,1995,0,0,0,0,0,0
Cyprus,1996,0,0,0,0,0,0
Cyprus,1997,0,0,0,0,0,0
Cyprus,1998,0,0,0,0,0,0
Cyprus,1999,0,0,0,0,0,0
Cyprus,2000,0,0,0,0,0,0
Cyprus,2001,0,0,0,0,0,0
Cyprus,2002,0,0,0,0,0,0
Cyprus,2003,0,0,0,0,0,0
Cyprus,2004,0,0,0,0,0,0
Cyprus,2005,0,0,0,0,0,0
Cyprus,2006,0,0,0,0,0,0
Cyprus,2007,0,0,0,0,0,0
Cyprus,2008,0,0,0,0,0,0
Cyprus,2009,0,0,0,0,0,0
Cyprus,2010,0,0,0,0,0,0
Cyprus,2011,0,0,0,0,0,0
Cyprus,2012,0,0,0,0,0,0
Cyprus,2013,0,0,0,0,0,0
Cyprus,2014,0,0,0,0,0,0
Cyprus,2015,0,0,0,0,0,0
Djibouti,1955,0,0,0,0,0,0
Djibouti,1956,0,0,0,0,0,0
Djibouti,1957,0,0,0,0,0,0
Djibouti,1958,0,0,0,0,0,0
Djibouti,1959,0,0,0,0,0,0
Djibouti,1960,0,0,0,0,0,0
Djibouti,1961,0,0,0,0,0,0
Djibouti,1962,0,0,0,0,0,0
Djibouti,1963,0,0,0,0,0,0
Djibouti,1964,0,0,0,0,0,0
Djibouti,1965,0,0,0,0,0,0
Djibouti,1966,0,0,0,0,0,0
Djibouti,1967,0,0,0,0,0,0
Djibouti,1968,0,0,0,0,0,0
Djibouti,1969,0,0,0,0,0,0
Djibouti,1970,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0
Djibouti,1972,0,0,0,0,0,0
Djibouti,1973,0,0,0,0,0,0
Djibouti,1974,0,0,0,0,0,0
Djibouti,1975,0,0,0,0,0,0
Djibouti,1976,0,0,0,0,0,0
Djibouti,1977,0,0,0,0,0,0
Djibouti,1978,0,0,0,0,0,0
Djibouti,1979,0,0,0,0,0,0
Djibouti,1980,0,0,0,0,0,0
Djibouti,1981,0,0,0,0,0,0
Djibouti,1982,0,0,0,0,0,0
Djibouti,1983,0,0,0,0,0,0
Djibouti,1984,0,0,0,0,0,0
Djibouti,1985,0,0,0,0,0,0
Djibouti,1986,0,0,0,0,0,0
Djibouti,1987,0,0,0,0,0,0
Djibouti,1988,0,0,0,0,0,0
Djibouti,1989,0,0,0,0,0,0
Djibouti,1990,0,0,0,0,0,0
Djibouti,1991,1,0,1,1,0,0
Djibouti,1992,1,0,2,2,0,0
Djibouti,1993,1,0,1,2,0,0
Djibouti,1994,1,0,0,2,0,0
Djibouti,1995,0,0,0,0,0,0
Djibouti,1996,0,0,0,0,0,0
Djibouti,1997,0,0,0,0,0,0
Djibouti,1998,0,0,0,0,0,0
Djibouti,1999,0,0,0,0,0,0
Djibouti,2000,0,0,0,0,0,0
